organism	gene	modification	new_id	old_id	random_id	protein_length_new	protein_length_old	CDS_counts_new	CDS_counts_old	CDS_change	source_new	source_old	chain_count_new	chain_count_old	fraction_disordered_new	fraction_disordered_old	has_clash_new	has_clash_old	pae_mean_new	pae_mean_old	ptm_new	ptm_old	ranking_score_new	ranking_score_old	residue_plddt_50_new	residue_plddt_50_old	residue_plddt_60_new	residue_plddt_60_old	residue_plddt_70_new	residue_plddt_70_old	residue_plddt_80_new	residue_plddt_80_old	residue_plddt_90_new	residue_plddt_90_old	residue_plddt_count_fp_new	residue_plddt_count_fp_old	residue_plddt_count_tp_new	residue_plddt_count_tp_old	residue_plddt_max_new	residue_plddt_max_old	residue_plddt_mean_new	residue_plddt_mean_old	residue_plddt_median_new	residue_plddt_median_old	residue_plddt_min_new	residue_plddt_min_old	total_residue_plddt_over_80_new	total_residue_plddt_over_80_old	Foldseek_transformed_evalue_new	Foldseek_transformed_evalue_old	alnlen_new	alnlen_old	alntmscore_new	alntmscore_old	bits_new	bits_old	evalue_new	evalue_old	fident_new	fident_old	gapopen_new	gapopen_old	lddt_new	lddt_old	mismatch_new	mismatch_old	qend_new	qend_old	qstart_new	qstart_old	query_length_new	query_length_old	query_new	query_old	target_new	target_old	taxid_new	taxid_old	taxlineage_new	taxlineage_old	taxname_new	taxname_old	tend_new	tend_old	tstart_new	tstart_old	diff_alnlen	diff_alntmscore	diff_bits	diff_CDS_counts	diff_evalue	diff_fident	diff_fraction_disordered	diff_lddt	diff_pae_max	diff_pae_mean	diff_ph-LDDT	diff_protein_length	diff_ptm	diff_residue_plddt_50	diff_residue_plddt_60	diff_residue_plddt_70	diff_residue_plddt_80	diff_residue_plddt_90	diff_residue_plddt_mean	diff_residue_plddt_median	diff_total_residue_plddt_over_80	diff_PSAURON_in_frame_score	diff_mean_out_of_frame_score	ph-LDDT_new	ph-LDDT_old	precision_new	precision_old	query_tp_count_new	query_tp_count_old	sensitivity_new	sensitivity_old	PSAURON_in_frame_score_new	PSAURON_in_frame_score_old	mean_out_of_frame_score_new	mean_out_of_frame_score_old	alignment_score	alignment_length	percent_alignment_score	IPR_max_new	IPR_total_new	IPR_evalue_min_new	IPR_max_old	IPR_total_old	IPR_evalue_min_old	IPR_transformed_evalue_min_new	IPR_transformed_evalue_min_old	diff_IPR_min_evalue	diff_IPR_transformed_min_evalue	above_90_old	above_80_old	above_70_old	above_60_old	above_50_old	above_90_new	above_80_new	above_70_new	above_60_new	above_50_new	diff_above_90	diff_above_80	diff_above_70	diff_above_60	diff_above_50
Aspergillus fumigatus str. Af293	AFU3G01590_T	changed	AFU3G01590	AFU3G01590	68E318D2_520E_4E78_8E50_A1B4A6B17C4E	311	324	8	8	same	Afum-Af293_new	Afum-Af293_old	1	1	0.28	0.7	0	0	14.3255228957517	27.425913542143	0.67	0.28	0.81	0.63	3	24	16	9	59	19	123	34	26	7	11	59	224	69	95.15	93.8575	67.4357566767816	41.3363053840878	79.3175	29.794375	20.5163636363636	18.7166666666667	149	41	6.81727919788373	0.519295184810589	0.0	0.0	0.3031	0.3628	53.0	39.0	0.2081	0.8873	0.137	0.129	14.0	4.0	0.3603	0.5276	165.0	80.0	227.0	97.0	7.0	1.0	220.0	96.0	afu3g01590-t_model	afu3g01590-t-p1_model	8e3z-assembly1.cif.gz_R	4j2c-assembly2.cif.gz_C	9606.0	9606.0	-_cellular organisms;d_Eukaryota;-_Opisthokonta;k_Metazoa;-_Eumetazoa;-_Bilateria;-_Deuterostomia;p_Chordata;-_Craniata;-_Vertebrata;-_Gnathostomata;-_Teleostomi;-_Euteleostomi;-_Sarcopterygii;-_Dipnotetrapodomorpha;-_Tetrapoda;-_Amniota;c_Mammalia;-_Theria;-_Eutheria;-_Boreoeutheria;-_Euarchontoglires;o_Primates;-_Haplorrhini;-_Simiiformes;-_Catarrhini;-_Hominoidea;f_Hominidae;-_Homininae;g_Homo;s_Homo sapiens	-_cellular organisms;d_Eukaryota;-_Opisthokonta;k_Metazoa;-_Eumetazoa;-_Bilateria;-_Deuterostomia;p_Chordata;-_Craniata;-_Vertebrata;-_Gnathostomata;-_Teleostomi;-_Euteleostomi;-_Sarcopterygii;-_Dipnotetrapodomorpha;-_Tetrapoda;-_Amniota;c_Mammalia;-_Theria;-_Eutheria;-_Boreoeutheria;-_Euarchontoglires;o_Primates;-_Haplorrhini;-_Simiiformes;-_Catarrhini;-_Hominoidea;f_Hominidae;-_Homininae;g_Homo;s_Homo sapiens	Homo sapiens	Homo sapiens	327.0	105.0	103.0	1.0	0.0	-0.05970000000000003	14.0	0	-0.6792	0.008000000000000007	-0.42	-0.16729999999999995		-13.1003906463913	0.0	-13.0	0.39	-21	7	40	89	19	26.0994512926938	49.523125	108	0.77907	-0.02329	0.0	0.0	0.720257234726688	0.212962962962963	218.0	66.0	0.990909090909091	0.6875	0.80189	0.02282	0.18547	0.20876	80	509	15.72	214.0	415.0	5e-38			10.0	373.01029995664	-10.0	-10.0	383.01029995664	7	41	60	69	93	26	149	208	224	227	19	108	148	155	134
Fusarium graminearum str. PH-1	FGRAMPH1_01G19271	changed	FGRAMPH1_01G19271	FGRAMPH1_01G19271	6963A3E5_BBDD_4B96_839D_729DEC1D03F3	565	751	5	6	decrease	F_gram_PH-1_new	F_gram_PH-1_old	1	1	0.2	0.36	0	0	11.2698338162738	18.637035040718	0.79	0.66	0.89	0.84	10	7	12	32	60	52	173	184	209	207	8	123	454	475	97.836	97.284	77.4287998065356	64.9785036449717	86.3755555555556	81.20375	21.5936363636364	13.1625	382	391			478.0	478.0	0.8675	0.8638	1066.0	1077.0	7.16e-22	5.749e-22	0.257	0.259	9.0	9.0	0.7463	0.7399	320.0	319.0	460.0	646.0	11.0	197.0	449.0	449.0	fgramph1_01t19271_model	fgramph1_01t19271-p1_model	7aar-assembly1.cif.gz_A	7aar-assembly1.cif.gz_A	3702.0	3702.0	-_cellular organisms;d_Eukaryota;k_Viridiplantae;p_Streptophyta;-_Streptophytina;-_Embryophyta;-_Tracheophyta;-_Euphyllophyta;-_Spermatophyta;c_Magnoliopsida;-_Mesangiospermae;-_eudicotyledons;-_Gunneridae;-_Pentapetalae;-_rosids;-_malvids;o_Brassicales;f_Brassicaceae;-_Camelineae;g_Arabidopsis;s_Arabidopsis thaliana	-_cellular organisms;d_Eukaryota;k_Viridiplantae;p_Streptophyta;-_Streptophytina;-_Embryophyta;-_Tracheophyta;-_Euphyllophyta;-_Spermatophyta;c_Magnoliopsida;-_Mesangiospermae;-_eudicotyledons;-_Gunneridae;-_Pentapetalae;-_rosids;-_malvids;o_Brassicales;f_Brassicaceae;-_Camelineae;g_Arabidopsis;s_Arabidopsis thaliana	Arabidopsis thaliana	Arabidopsis thaliana	473.0	473.0	3.0	3.0	0.0	0.0037000000000000366	-11.0	-1	1.411e-22	-0.0020000000000000018	-0.16	0.006399999999999961		-7.36720122444422	0.115543735701086	-186.0	0.13	3	-20	8	-11	2	12.450296161564	5.17180555555555	-9	0.00133	0.0047599999999999	0.888407234180714	0.772863498479628	0.80353982300885	0.632490013315579	446.0	446.0	0.993318485523385	0.993318485523385	0.99528	0.99395	0.23312	0.22836	564	751	75.1	456.0	2760.0	1.6e-160	456.0	2767.0	3.6e-160	1597.95880017344	1594.43697499233	-2e-160	3.52182518111363	207	391	443	475	482	209	382	442	454	464	2	-9	-1	-21	-18
Fusarium graminearum str. PH-1	FGRAMPH1_01G22701	changed	FGRAMPH1_01G22701	FGRAMPH1_01G22701	697A3CA7_F9BE_4556_A4D3_6AF89ECBC968	506	296	4	3	increase	F_gram_PH-1_new	F_gram_PH-1_old	1	1	0.47	0.44	0	0	26.38331601806	22.0513559167275	0.3	0.42	0.54	0.64	12	11	13	17	26	23	66	54	71	83	124	42	176	177	96.848	97.482	48.8536803823098	64.0778577339515	34.4766666666667	74.6605357142857	13.77	16.6771428571429	137	137			0.0	0.0	0.1756	0.1752	39.0	46.0	0.06123	0.05848	0.128	0.125	10.0	10.0	0.3796	0.4045	119.0	123.0	491.0	281.0	322.0	109.0	169.0	172.0	fgramph1_01t22701_model	fgramph1_01t22701-p1_model	7enc-assembly1.cif.gz_BA	7enc-assembly1.cif.gz_BA	9606.0	9606.0	-_cellular organisms;d_Eukaryota;-_Opisthokonta;k_Metazoa;-_Eumetazoa;-_Bilateria;-_Deuterostomia;p_Chordata;-_Craniata;-_Vertebrata;-_Gnathostomata;-_Teleostomi;-_Euteleostomi;-_Sarcopterygii;-_Dipnotetrapodomorpha;-_Tetrapoda;-_Amniota;c_Mammalia;-_Theria;-_Eutheria;-_Boreoeutheria;-_Euarchontoglires;o_Primates;-_Haplorrhini;-_Simiiformes;-_Catarrhini;-_Hominoidea;f_Hominidae;-_Homininae;g_Homo;s_Homo sapiens	-_cellular organisms;d_Eukaryota;-_Opisthokonta;k_Metazoa;-_Eumetazoa;-_Bilateria;-_Deuterostomia;p_Chordata;-_Craniata;-_Vertebrata;-_Gnathostomata;-_Teleostomi;-_Euteleostomi;-_Sarcopterygii;-_Dipnotetrapodomorpha;-_Tetrapoda;-_Amniota;c_Mammalia;-_Theria;-_Eutheria;-_Boreoeutheria;-_Euarchontoglires;o_Primates;-_Haplorrhini;-_Simiiformes;-_Catarrhini;-_Hominoidea;f_Hominidae;-_Homininae;g_Homo;s_Homo sapiens	Homo sapiens	Homo sapiens	216.0	216.0	49.0	43.0	0.0	0.00040000000000001146	-7.0	1	0.00275	0.0030000000000000027	0.0299999999999999	-0.024900000000000033		4.33196010133242	0.0	210.0	-0.12	1	-4	3	12	-12	-15.2241773516417	-40.1838690476191	0	-0.00473	0.15293	0.0	0.0	0.347826086956522	0.597972972972973	161.0	164.0	0.952662721893491	0.953488372093023	0.99325	0.99798	0.18314	0.03021	295	506	58.3			10.0			10.0	-10.0	-10.0	0.0	0.0	83	137	160	177	188	71	137	163	176	188	-12	0	3	-1	0
Fusarium graminearum str. PH-1	FGRAMPH1_01G12363	changed	FGRAMPH1_01G12363	FGRAMPH1_01G12363	6A6B8B6E_6963_458D_98B7_B498D03294C8	296	255	1	2	decrease	F_gram_PH-1_new	F_gram_PH-1_old	1	1	0.11	0.2	0	0	11.8858815741417	16.0285351787774	0.75	0.62	0.81	0.72	45	33	52	38	96	31	66	49	7	17	5	16	221	135	91.7475	93.2271428571429	69.1549839258902	59.63663414679	72.2703977272727	61.2614285714286	19.4508333333333	10.3066666666667	73	66			0.0	0.0	0.3421	0.2189	35.0	32.0	0.471	0.1982	0.114	0.133	5.0	12.0	0.3175	0.3236	63.0	108.0	230.0	201.0	149.0	32.0	81.0	169.0	fgramph1_01t12363_model	fgramph1_01t12363-p1_model	2cu1-assembly1.cif.gz_A	6juq-assembly1.cif.gz_F	9606.0	562.0	-_cellular organisms;d_Eukaryota;-_Opisthokonta;k_Metazoa;-_Eumetazoa;-_Bilateria;-_Deuterostomia;p_Chordata;-_Craniata;-_Vertebrata;-_Gnathostomata;-_Teleostomi;-_Euteleostomi;-_Sarcopterygii;-_Dipnotetrapodomorpha;-_Tetrapoda;-_Amniota;c_Mammalia;-_Theria;-_Eutheria;-_Boreoeutheria;-_Euarchontoglires;o_Primates;-_Haplorrhini;-_Simiiformes;-_Catarrhini;-_Hominoidea;f_Hominidae;-_Homininae;g_Homo;s_Homo sapiens	-_cellular organisms;d_Bacteria;p_Pseudomonadota;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae;g_Escherichia;s_Escherichia coli	Homo sapiens	Escherichia coli	85.0	342.0	8.0	201.0	0.0	0.1232	3.0	-1	0.2728	-0.019000000000000003	-0.09	-0.006099999999999994		-4.14265360463569	0.0	41.0	0.13	12	14	65	17	-10	9.51834977910015	11.0089691558442	7	0.00134	0.0304399999999999	0.0	0.0	0.746621621621622	0.529411764705882	66.0	120.0	0.814814814814815	0.710059171597633	0.99614	0.9948	0.12092	0.09048	237	310	76.45	64.0	64.0	1.44e-09	64.0	64.0	1.05e-09	88.4163750790475	89.7881070093006	3.9e-10	-1.37173193025312	17	66	97	135	168	7	73	169	221	266	-10	7	72	86	98
Fusarium graminearum str. PH-1	FGRAMPH1_01G20035	changed	FGRAMPH1_01G20035	FGRAMPH1_01G20035	6ABDE494_3A31_4D98_87DD_20CA55EBD491	408	270	1	3	decrease	F_gram_PH-1_new	F_gram_PH-1_old	1	1	0.62	0.96	0	0	27.0119467272203	27.8694540466392	0.32	0.15	0.63	0.63	35	44	42	13	58	11	39	9	0	0	21	5	139	33	89.93	87.896	50.0912483943072	44.6647075744215	44.9283333333333	41.3141666666667	15.0316666666667	23.08875	39	9			0.0	0.0	0.1236	0.1198	28.0	15.0	0.1851	2.842	0.125	0.134	14.0	4.0	0.3722	0.4365	131.0	77.0	398.0	257.0	220.0	155.0	178.0	102.0	fgramph1_01t20035_model	fgramph1_01t20035-p1_model	1pxb-assembly1.cif.gz_A-2	6yws-assembly1.cif.gz_R	287.0	367110.0	-_cellular organisms;d_Bacteria;p_Pseudomonadota;c_Gammaproteobacteria;o_Pseudomonadales;f_Pseudomonadaceae;g_Pseudomonas;-_Pseudomonas aeruginosa group;s_Pseudomonas aeruginosa	-_cellular organisms;d_Eukaryota;-_Opisthokonta;k_Fungi;-_Dikarya;p_Ascomycota;-_saccharomyceta;-_Pezizomycotina;-_leotiomyceta;-_sordariomyceta;c_Sordariomycetes;-_Sordariomycetidae;o_Sordariales;f_Sordariaceae;g_Neurospora;s_Neurospora crassa;-_Neurospora crassa OR74A	Pseudomonas aeruginosa	Neurospora crassa OR74A	328.0	223.0	107.0	90.0	0.0	0.003799999999999998	13.0	-2	-2.6569	-0.009000000000000008	-0.34	-0.06430000000000002		-0.857507319418936	0.0	138.0	0.17	-9	29	47	30	0	5.42654081988575	3.61416666666666	30	0.13357	0.0197199999999999	0.0	0.0	0.340686274509804	0.122222222222222	117.0	1.0	0.657303370786517	0.0098039215686274	0.75056	0.61699	0.1467	0.12698	144	506	28.46			10.0			10.0	-10.0	-10.0	0.0	0.0	0	9	20	33	77	0	39	97	139	174	0	30	77	106	97
Fusarium graminearum str. PH-1	FGRAMPH1_01G05185	changed	FGRAMPH1_01G05185	FGRAMPH1_01G05185	6B1EA862_8097_4691_BAAF_0399613152EB	92	82	3	1	increase	F_gram_PH-1_new	F_gram_PH-1_old	1	1	0.45	0.96	0	0	17.2095935727788	18.3904521118382	0.49	0.27	0.71	0.75	2	19	1	28	7	9	43	0	2	0	0	0	53	37	91.752	73.1116666666667	63.6426627219399	56.7607886009654	79.0489393939394	58.5104464285714	27.8642857142857	37.2818181818182	45	0			0.0	0.0	0.2957	0.319	44.0	21.0	0.2138	5.49	0.127	0.142	6.0	3.0	0.5353	0.534	63.0	60.0	92.0	82.0	1.0	11.0	91.0	71.0	fgramph1_01t05185_model	fgramph1_01t05185-p1_model	6u9d-assembly1.cif.gz_O	6eu0-assembly1.cif.gz_Z	4932.0	559292.0	-_cellular organisms;d_Eukaryota;-_Opisthokonta;k_Fungi;-_Dikarya;p_Ascomycota;-_saccharomyceta;-_Saccharomycotina;c_Saccharomycetes;o_Saccharomycetales;f_Saccharomycetaceae;g_Saccharomyces;s_Saccharomyces cerevisiae	-_cellular organisms;d_Eukaryota;-_Opisthokonta;k_Fungi;-_Dikarya;p_Ascomycota;-_saccharomyceta;-_Saccharomycotina;c_Saccharomycetes;o_Saccharomycetales;f_Saccharomycetaceae;g_Saccharomyces;s_Saccharomyces cerevisiae;-_Saccharomyces cerevisiae S288C	Saccharomyces cerevisiae	Saccharomyces cerevisiae S288C	87.0	338.0	2.0	255.0	0.0	-0.023299999999999987	23.0	2	-5.2762	-0.014999999999999986	-0.51	0.0012999999999999678		-1.18085853905936	0.0	10.0	0.22	-17	-27	-2	43	2	6.88187412097447	20.538492965368	45	0.05529	-0.0981599999999999	0.0	0.0	0.576086956521739	0.451219512195122	53.0	29.0	0.582417582417583	0.408450704225352	0.9461	0.89081	0.17724	0.2754	67	103	65.05			10.0			10.0	-10.0	-10.0	0.0	0.0	0	0	9	37	56	2	45	52	53	55	2	45	43	16	-1
Fusarium graminearum str. PH-1	FGRAMPH1_01G09239	changed	FGRAMPH1_01G09239	FGRAMPH1_01G09239	6C23A4D6_FA80_4495_BAAD_A39D3DF5E17C	489	137	1	2	decrease	F_gram_PH-1_new	F_gram_PH-1_old	1	1	0.07	0.12	0	0	10.2287632621142	11.3886514998135	0.83	0.63	0.86	0.69	38	25	51	20	93	46	144	23	98	0	5	0	386	89	97.43625	88.03	74.1380756624085	65.6865506393444	79.7242857142857	70.5888888888889	14.1825	36.9716666666667	242	23			479.0	0.0	0.3532	0.3131	135.0	60.0	5.368e-07	0.003002	0.121	0.125	26.0	10.0	0.3494	0.349	179.0	75.0	469.0	134.0	10.0	14.0	459.0	120.0	fgramph1_01t09239_model	fgramph1_01t09239-p1_model	1fs2-assembly1.cif.gz_C	1io0-assembly1.cif.gz_A	9606.0	9031.0	-_cellular organisms;d_Eukaryota;-_Opisthokonta;k_Metazoa;-_Eumetazoa;-_Bilateria;-_Deuterostomia;p_Chordata;-_Craniata;-_Vertebrata;-_Gnathostomata;-_Teleostomi;-_Euteleostomi;-_Sarcopterygii;-_Dipnotetrapodomorpha;-_Tetrapoda;-_Amniota;c_Mammalia;-_Theria;-_Eutheria;-_Boreoeutheria;-_Euarchontoglires;o_Primates;-_Haplorrhini;-_Simiiformes;-_Catarrhini;-_Hominoidea;f_Hominidae;-_Homininae;g_Homo;s_Homo sapiens	-_cellular organisms;d_Eukaryota;-_Opisthokonta;k_Metazoa;-_Eumetazoa;-_Bilateria;-_Deuterostomia;p_Chordata;-_Craniata;-_Vertebrata;-_Gnathostomata;-_Teleostomi;-_Euteleostomi;-_Sarcopterygii;-_Dipnotetrapodomorpha;-_Tetrapoda;-_Amniota;-_Sauropsida;-_Sauria;-_Archelosauria;-_Archosauria;-_Dinosauria;-_Saurischia;-_Theropoda;-_Coelurosauria;c_Aves;-_Neognathae;-_Galloanserae;o_Galliformes;f_Phasianidae;-_Phasianinae;g_Gallus;s_Gallus gallus	Homo sapiens	Gallus gallus	258.0	115.0	3.0	1.0	479.0	0.040100000000000025	75.0	-1	-0.0030014632	-0.0040000000000000036	-0.0499999999999999	0.00040000000000001146		-1.15988823769936	0.802942179842407	352.0	0.2	13	31	47	121	98	8.45152502306405	9.13539682539681	219	-0.00094	-0.06053	0.802942179842407	0.0	0.789366053169734	0.64963503649635	375.0	87.0	0.816993464052288	0.725	0.98344	0.98438	0.15765	0.21818	128	489	26.18			10.0			10.0	-10.0	-10.0	0.0	0.0	0	23	69	89	114	98	242	335	386	424	98	219	266	297	310
Fusarium graminearum str. PH-1	FGRAMPH1_01G11099	changed	FGRAMPH1_01G11099	FGRAMPH1_01G11099	6C29196F_7373_4B94_B602_48CA8F5B20D8	460	463	5	5	same	F_gram_PH-1_new	F_gram_PH-1_old	1	1	0.2	0.19	0	0	20.7586436672968	20.6527753546455	0.5	0.51	0.6	0.61	43	56	54	46	72	56	89	73	65	53	30	54	280	228	96.046	95.162	64.6628820252212	58.6156103810397	69.384375	59.1642857142857	17.0177777777778	15.0888888888889	154	126			0.0	0.0	0.1422	0.1045	25.0	23.0	0.3094	0.2818	0.187	0.135	15.0	17.0	0.2381	0.2636	123.0	178.0	233.0	262.0	20.0	14.0	213.0	248.0	fgramph1_01t11099_model	fgramph1_01t11099-p1_model	5i20-assembly2.cif.gz_B	5c5b-assembly1.cif.gz_A	639283.0	9606.0	-_cellular organisms;d_Bacteria;p_Pseudomonadota;c_Alphaproteobacteria;o_Hyphomicrobiales;f_Xanthobacteraceae;g_Ancylobacter;s_Ancylobacter novellus;-_Ancylobacter novellus DSM 506	-_cellular organisms;d_Eukaryota;-_Opisthokonta;k_Metazoa;-_Eumetazoa;-_Bilateria;-_Deuterostomia;p_Chordata;-_Craniata;-_Vertebrata;-_Gnathostomata;-_Teleostomi;-_Euteleostomi;-_Sarcopterygii;-_Dipnotetrapodomorpha;-_Tetrapoda;-_Amniota;c_Mammalia;-_Theria;-_Eutheria;-_Boreoeutheria;-_Euarchontoglires;o_Primates;-_Haplorrhini;-_Simiiformes;-_Catarrhini;-_Hominoidea;f_Hominidae;-_Homininae;g_Homo;s_Homo sapiens	Ancylobacter novellus DSM 506	Homo sapiens	204.0	306.0	30.0	17.0	0.0	0.0377	2.0	0	0.0276	0.05199999999999999	0.01	-0.025499999999999995		0.105868312651289	0.0	-3.0	-0.01	-13	8	16	16	12	6.0472716441815	10.2200892857143	28	0.0025099999999999	-0.00606	0.0	0.0	0.608695652173913	0.49244060475162	170.0	195.0	0.7981220657277	0.786290322580645	0.98247	0.97996	0.22469	0.23075	401	514	78.02	186.0	186.0	1.1e-54	172.0	172.0	1.2e-55	539.586073148418	549.208187539524	9.799999999999999e-55	-9.62211439110604	53	126	182	228	284	65	154	226	280	323	12	28	44	52	39
Fusarium graminearum str. PH-1	FGRAMPH1_01G08093	changed	FGRAMPH1_01G08093	FGRAMPH1_01G08093	6C3F3E3D_8597_464E_A228_24552B2D8735	752	635	11	11	same	F_gram_PH-1_new	F_gram_PH-1_old	1	1	0.04	0.23	0	0	17.1554998726799	23.5901677723355	0.58	0.48	0.6	0.59	34	56	81	33	163	38	257	82	161	131	2	41	662	284	97.338	97.762	77.8977585083356	59.3139579251457	81.5293181818182	54.0475	22.4527272727273	18.81	418	213			279.0	271.0	0.7428	0.7479	416.0	436.0	7.856e-12	8.087e-14	0.243	0.239	13.0	12.0	0.5942	0.6399	162.0	162.0	719.0	629.0	455.0	370.0	264.0	259.0	fgramph1_01t08093_model	fgramph1_01t08093-p1_model	1suc-assembly1.cif.gz_A	1suc-assembly1.cif.gz_A	1390.0	1390.0	-_cellular organisms;d_Bacteria;-_Terrabacteria group;p_Bacillota;c_Bacilli;o_Bacillales;f_Bacillaceae;g_Bacillus;-_Bacillus subtilis group;-_Bacillus amyloliquefaciens group;s_Bacillus amyloliquefaciens	-_cellular organisms;d_Bacteria;-_Terrabacteria group;p_Bacillota;c_Bacilli;o_Bacillales;f_Bacillaceae;g_Bacillus;-_Bacillus subtilis group;-_Bacillus amyloliquefaciens group;s_Bacillus amyloliquefaciens	Bacillus amyloliquefaciens	Bacillus amyloliquefaciens	252.0	246.0	9.0	9.0	8.0	-0.005099999999999993	-20.0	0	7.77513e-12	0.0040000000000000036	-0.19	-0.045700000000000074		-6.4346678996556	0.321120509937097	117.0	0.0999999999999999	-22	48	125	175	30	18.5838005831899	27.4818181818182	205	-0.0046899999999999	0.01034	0.934686909465728	0.61356639952863	0.88031914893617	0.447244094488189	263.0	253.0	0.996212121212121	0.976833976833977	0.97926	0.98395	0.08132	0.07098	603	772	78.11	328.0	1044.0	9.949999999999999e-54	421.0	1159.0	2.09e-56	530.021769192543	556.79853713889	9.9291e-54	-26.7767679463468	131	213	251	284	340	161	418	581	662	696	30	205	330	378	356
Fusarium graminearum str. PH-1	FGRAMPH1_01G13867	changed	FGRAMPH1_01G13867	FGRAMPH1_01G13867	6CECE821_1D68_4178_9B22_A9F690FD5FBF	250	310	1	2	decrease	F_gram_PH-1_new	F_gram_PH-1_old	1	1	0.0	0.19	0	0	2.8817824	10.7712518210198	0.95	0.79	0.95	0.89	1	2	3	3	2	4	16	25	223	211	0	10	244	243	98.94	98.89	94.5030331500722	80.7978464332263	97.3402777777778	95.3214285714286	38.08875	9.39222222222222	239	236			267.0	266.0	0.8085	0.7994	638.0	628.0	5.544e-21	1.111e-20	0.303	0.304	11.0	11.0	0.7226	0.7201	144.0	143.0	250.0	249.0	9.0	9.0	241.0	240.0	fgramph1_01t13867_model	fgramph1_01t13867-p1_model	3wxb-assembly1.cif.gz_B	3wxb-assembly1.cif.gz_B	9031.0	9031.0	-_cellular organisms;d_Eukaryota;-_Opisthokonta;k_Metazoa;-_Eumetazoa;-_Bilateria;-_Deuterostomia;p_Chordata;-_Craniata;-_Vertebrata;-_Gnathostomata;-_Teleostomi;-_Euteleostomi;-_Sarcopterygii;-_Dipnotetrapodomorpha;-_Tetrapoda;-_Amniota;-_Sauropsida;-_Sauria;-_Archelosauria;-_Archosauria;-_Dinosauria;-_Saurischia;-_Theropoda;-_Coelurosauria;c_Aves;-_Neognathae;-_Galloanserae;o_Galliformes;f_Phasianidae;-_Phasianinae;g_Gallus;s_Gallus gallus	-_cellular organisms;d_Eukaryota;-_Opisthokonta;k_Metazoa;-_Eumetazoa;-_Bilateria;-_Deuterostomia;p_Chordata;-_Craniata;-_Vertebrata;-_Gnathostomata;-_Teleostomi;-_Euteleostomi;-_Sarcopterygii;-_Dipnotetrapodomorpha;-_Tetrapoda;-_Amniota;-_Sauropsida;-_Sauria;-_Archelosauria;-_Archosauria;-_Dinosauria;-_Saurischia;-_Theropoda;-_Coelurosauria;c_Aves;-_Neognathae;-_Galloanserae;o_Galliformes;f_Phasianidae;-_Phasianinae;g_Gallus;s_Gallus gallus	Gallus gallus	Gallus gallus	252.0	251.0	3.0	3.0	1.0	0.009099999999999997	10.0	-1	-5.566e-21	-0.0010000000000000009	-0.19	0.0025000000000000577		-7.88946942101977	0.109011574701115	-60.0	0.16	-1	0	-2	-9	12	13.7051867168459	2.0188492063492	3	0.00345	0.00637	0.987854251012146	0.878842676311031	0.976	0.783870967741935	241.0	240.0	1.0	1.0	0.97979	0.97634	0.29182	0.28545	247	310	79.68	241.0	800.0	1.28e-48	240.0	797.0	5.97e-47	478.927900303521	462.240256688706	-5.841999999999998e-47	16.687643614815	211	236	240	243	245	223	239	241	244	245	12	3	1	1	0
Fusarium graminearum str. PH-1	FGRAMPH1_01G00081	changed	FGRAMPH1_01G00081	FGRAMPH1_01G00081	6E9EBC15_8039_4696_AAD2_2735972F51E4	318	314	2	3	decrease	F_gram_PH-1_new	F_gram_PH-1_old	1	1	0.0	0.11	0	0	4.43851805703888	9.75985131242647	0.92	0.8	0.92	0.86	2	5	7	6	15	36	70	97	216	111	0	15	308	250	98.69	98.11875	90.1449126632452	76.2199627243775	93.7494642857143	85.2131944444444	31.6571428571429	16.0416666666667	286	208			268.0	290.0	0.5386	0.5514	216.0	215.0	2.449e-09	1.143e-09	0.179	0.172	15.0	16.0	0.4506	0.4392	145.0	163.0	244.0	269.0	1.0	1.0	243.0	268.0	fgramph1_01t00081_model	fgramph1_01t00081-p1_model	5nch-assembly1.cif.gz_B	5nch-assembly1.cif.gz_B	1637813.0	1637813.0	-_cellular organisms;d_Bacteria;-_Terrabacteria group;p_Actinomycetota;c_Actinomycetes;o_Kitasatosporales;f_Streptomycetaceae;g_Streptomyces;s_Streptomyces muensis	-_cellular organisms;d_Bacteria;-_Terrabacteria group;p_Actinomycetota;c_Actinomycetes;o_Kitasatosporales;f_Streptomycetaceae;g_Streptomyces;s_Streptomyces muensis	Streptomyces muensis	Streptomyces muensis	217.0	234.0	1.0	1.0	-22.0	-0.012800000000000034	1.0	-1	1.306e-09	0.007000000000000006	-0.11	0.011400000000000021		-5.32133325538758	0.124508287919325	4.0	0.12	-3	1	-21	-27	105	13.9249499388677	8.53626984126984	78	0.0072099999999999	-0.02152	0.982028985507246	0.857520697587922	0.968553459119497	0.796178343949045	242.0	249.0	0.995884773662552	0.92910447761194	0.99088	0.98367	0.17781	0.19933	258	364	70.88			10.0			10.0	-10.0	-10.0	0.0	0.0	111	208	244	250	255	216	286	301	308	310	105	78	57	58	55
